STATE,ORIG_LABEL,MAP_SYM1,MAP_SYM2,UNIT_LINK,PROV_NO,PROVINCE,UNIT_NAME,UNIT_AGE,UNITDESC,STRAT_UNIT,UNIT_COM,MAP_REF,ROCKTYPE1,ROCKTYPE2,ROCKTYPE3,UNIT_REF
NY,Dgo,Dgo,Dgo;2,NYDgo;2,2,Hudson-Mohawk Sheet,Oneonta Formation,Middle - Upper Devonian,"Oneonta Formation - shale, sandstone, conglomerate.",,"part of Genesee Group 1200-1500 ft. (370-460 m),Secondary unit description from USGS Lexicon website (ref. NY046) and reference NY021:The Oneonta Formation occurs at the top of core PT-1 and the lower parts are exposed along Rte 30 near Grand Gorge. Unit is composed of red, green, and gray mudstones with subordinate red to gray, very fine- to fine-gained sandstones. Mudstones range from fissile and relatively nonbioturbated to blocky and intensely bioturbated with desiccation cracks throughout representing flood-basin deposits. Sandstone sets are sharp-based, cm- to dm-thick sheets and lenses, cross-bedded or planar bedded flood deposits. The major sandstone bodies are interpreted as fluvial channel deposits. Gradationally overlies Gilboa Formation in the Schoharie Valley. Overlies Manorkill Formation to the east. Age is Middle and Late Devonian (Bridge and Willis, 1994). ",NY001,shale,sandstone,conglomerate,NY002NY021
NY,Dgo,Dgo,Dgo;3,NYDgo;3,3,Lower Hudson Sheet,Oneonta Formation,Middle - Upper Devonian,"Oneonta Formation - shale, sandstone.",,"part of Genesee Group 1500-3200 ft. (400-980 m).Secondary unit description from USGS Lexicon website (ref. NY046) and reference NY021:The Oneonta Formation occurs at the top of core PT-1 and the lower parts are exposed along Rte 30 near Grand Gorge. Unit is composed of red, green, and gray mudstones with subordinate red to gray, very fine- to fine-gained sandstones. Mudstones range from fissile and relatively nonbioturbated to blocky and intensely bioturbated with desiccation cracks throughout representing flood-basin deposits. Sandstone sets are sharp-based, cm- to dm-thick sheets and lenses, cross-bedded or planar bedded flood deposits. The major sandstone bodies are interpreted as fluvial channel deposits. Gradationally overlies Gilboa Formation in the Schoharie Valley. Overlies Manorkill Formation to the east. Age is Middle and Late Devonian (Bridge and Willis, 1994). ",NY001,shale,sandstone,,NY002NY021NY046
NY,Dgo,Dgo,Dgo;5,NYDgo;5,5,Finger Lakes Sheet,Oneonta Formation,Middle - Upper Devonian,"Oneonta Formation - shale, sandstone.",,"part of Genesee Group 200-1000 ft. (60-300 m).Secondary unit description from USGS Lexicon website (ref. NY046) and reference NY021:The Oneonta Formation occurs at the top of core PT-1 and the lower parts are exposed along Rte 30 near Grand Gorge. Unit is composed of red, green, and gray mudstones with subordinate red to gray, very fine- to fine-gained sandstones. Mudstones range from fissile and relatively nonbioturbated to blocky and intensely bioturbated with desiccation cracks throughout representing flood-basin deposits. Sandstone sets are sharp-based, cm- to dm-thick sheets and lenses, cross-bedded or planar bedded flood deposits. The major sandstone bodies are interpreted as fluvial channel deposits. Gradationally overlies Gilboa Formation in the Schoharie Valley. Overlies Manorkill Formation to the east. Age is Middle and Late Devonian (Bridge and Willis, 1994). ",NY001,shale,sandstone,,NY002NY021NY046
NY,Dgu,Dgu,Dgu;2,NYDgu;2,2,Hudson-Mohawk Sheet,"Unadilla, Laurens, New Lisbon, and Gilboa Formations",Middle Devonian,"Unadilla, Laurens, New Lisbon, and Gilboa Formations - shale, siltstone, sandstone.",,"part of Genesee Group 1200-1500 ft. (370-460 m).Secondary unit description from USGS Lexicon website (ref. NY046) and NY021:Gilboa Formation is described at Stevens Mountain Quarry, Grand Gorge, and Hardenburgh Falls. Formation is composed of 2- to 6-m-thick sandstone bodies separated by thinner mudstone-dominated intervals. Unit is divided into four 15- to 20-m-thick sections by three thick mudstones. The fine- to medium-grained sandstone bodies have sharp, erosional bases with tool and flute marks, overlain by intraformational breccia composed of shale clasts, plant fragments, and shelly fossils. Trough cross-strata are most common, but planar cross-strata occur near the tops of the sandstone bodies. The mudstones are dark gray, sparsely fossiliferous, and typically bioturbated. Variations in facies throughout the Gilboa suggest increasing marine influence through the lowest 20 m and decreasing influence through the upper 30 m. Overlies Moscow Formation. Gradationally underlies Oneonta Formation in study area. Grades eastward into Manorkill Formation. Age in this report is Middle Devonian only (Bridge and Willis, 1994).",NY001,shale,siltstone,sandstone,NY002NY021NY046
NY,Dgu,Dgu,Dgu;5,NYDgu;5,5,Finger Lakes Sheet,Unadilla Formation,Middle  - Late Devonian,"Unadilla Formation - shale, siltstone.",,part of Genesee Group 200-1000 ft. (60-300 m).,NY001,shale,siltstone,,NY002
NY,Dh,Dh,Dh;3,NYDh;3,3,Lower Hudson Sheet,Undifferentiated Hamilton Group,Middle Devonian,"Undifferentiated Hamilton Group - shale, siltstone.  In eastern Orange County: Skunnemunk Formation-sandstone, conglomerate; Bellvale Formation-shale, sandstone; Cornwall Shale.",,"part of Hamilton Group 2600-2800 ft. (790-850 m).Secondary unit description from USGS Geologic Names lexicon (ref. NY046): [Skunnemunk Formation ] Named the Skunnemunk conglomerate for Skunnemunk Mountain, Orange Co., NY. Unit is a conglomerate that may represent Oneonta formation or may be younger or equivalent to the coarse beds of the Chemung in southern Catskills, or may be a local feature. Thickness is 300 to 2500 feet. Overlies the Bellvale flags. The Skunnemunk is of Late Devonian age.",NY001,shale,siltstone,sandstone; conglomerate,NY002NY046
NY,Dhg,Dhg,Dhg;2,NYDhg;2,2,Hudson-Mohawk Sheet,Helderberg Group,Lower Devonian,"Helderberg Group - West of Albany: Alsen, Becraft, New Scotland, Kalkberg, Coeymans, and Manlius Limestones; Rondout Dolostone.  South of Albany: Port Ewen, Alsen thru Manlius Limestones; Rondout Dolostone.",,"200-300 ft. (60-90 m).Secondary unit descriptions from USGS Lexicon website (ref. NY046) and NY043:Throughout most of the Hudson River Valley region, Becraft Formation conformably and gradationally overlies the Lower Devonian New Scotland Formation. In western part of outcrop belt, unit conformably and gradationally overlies the Lower Devonian Kalkberg. Conformably and gradationally underlies the Alsen Formation, or unconformably underlies the Oriskany Sandstone or other Deerparkian units. Becraft crops out as part of a narrow, tightly folded and faulted belt of rocks from Kingston, in Ulster Co., to Ravena, in Albany Co. Westward into Schoharie Co., faulting and folding die out. Becraft crops out in only two places on the east side of the Hudson River--at Becraft Mountain and at Mount Ida. Though several workers have tried to extend Becraft correlations to other regions of the Eastern U.S., these extensions have not been accepted by all. Present study indicates that Becraft was strongly affected by deep-burial diagenesis (3.2 to 6.5 km) following subaerial exposure. Texture varies widely. Locally hand specimens have gneissic texture and in thin section resemble marble (Simonsen and Friedman, 1991).",NY001,limestone,dolostone (dolomite),,NY002NY043NY046
NY,Dhg,Dhg,Dhg;3,NYDhg;3,3,Lower Hudson Sheet,Helderberg Group,Lower Devonian,"Helderberg Group - Alsen, Becraft, New Scotland, Kalkberg, Coeymans, and Manlius Limestones.",,"400-500 ft. (120-150 m).Secondary unit descriptions from USGS Lexicon website (ref. NY046) and NY043:Throughout most of the Hudson River Valley region, Becraft Formation conformably and gradationally overlies the Lower Devonian New Scotland Formation. In western part of outcrop belt, unit conformably and gradationally overlies the Lower Devonian Kalkberg. Conformably and gradationally underlies the Alsen Formation, or unconformably underlies the Oriskany Sandstone or other Deerparkian units. Becraft crops out as part of a narrow, tightly folded and faulted belt of rocks from Kingston, in Ulster Co., to Ravena, in Albany Co. Westward into Schoharie Co., faulting and folding die out. Becraft crops out in only two places on the east side of the Hudson River--at Becraft Mountain and at Mount Ida. Though several workers have tried to extend Becraft correlations to other regions of the Eastern U.S., these extensions have not been accepted by all. Present study indicates that Becraft was strongly affected by deep-burial diagenesis (3.2 to 6.5 km) following subaerial exposure. Texture varies widely. Locally hand specimens have gneissic texture and in thin section resemble marble (Simonsen and Friedman, 1991).",NY001,limestone,,,NY002NY043NY046
NY,Dhg,Dhg,Dhg;5,NYDhg;5,5,Finger Lakes Sheet,Helderberg Group,Lower Devonian,Helderberg Group - Coeymans and Manlius Limestones; Rondout Dolostone.,,0-200 ft. (0-60 m).,NY001,limestone,dolostone (dolomite),,NY002
NY,Dhld,Dhld,Dhld;4,NYDhld;4,4,Niagara Sheet,Ludlowville Formation,Middle Devonian,"Ludlowville Formation - Deep Run Shale, Tichenor Limestone, Wanakah and Ledyard Shales, Centerfield Limestone Members.",,"part of Hamilton Group 200-500 ft. (60-150 m).Secondary unit descriptions from USGS Lexicon website (ref. NY046) and reference NY013, NY014, NY015, NY022:The Ludlowville Formation of western NY has been subdivided since 1930 into four members: the Centerfield Limestone (4-14 m), the Ledyard Shale (10-30 m), the Wanakah Member (12-21 m), and the Jaycox Member (<1-18 m). In central NY, the Ludlowville consists mainly of variably silty mudstones with lesser proportions of fossiliferous siltstone and sandstone. It was subdivided by Smith (1935) above the Centerfield into the Otisco Shale (50 m), the Ivy Point Siltstone (20 m), the Spafford Shale (8 m) and the Owasco Siltstone (<1-2.5 m). Recent studies have been made to correlate these units precisely. The Otisco Shale has been correlated with the black Ledyard Shale, and the Ivy Point with parts of the Wanakah Member. The Spafford and the Owasco are not so easily equated with the post-Wanakah of western NY. The Spafford was not recognized west of Owasco Lake until recently though it had been traced eastward to the Chenango Valley. The Spafford is now known to extend westward into the Cayuga and Seneca Lake region as a sparsely fossiliferous siliciclastic mudstone. It extends still farther west as a thin tongue of shale, formerly assigned to the Wanakah. It is bounded at the base by the Limerick Road Bed (new) and at the top by the Hills Gulch Bed of the Jaycox. The Jaycox extends from Syracuse westward to Elma. It is underlain by the Wanakah Member from Erie Co. eastward to East Bethany. From Genesee Co. eastward, mudstones, here assigned to the Spafford Member, are interposed between the Wanakah and the base of the Hills Gulch Bed of the Jaycox. The Owasco Siltstone Member of central NY correlates with the Hills Gulch Bed of the Jaycox of western NY (Mayer and others, 1994).Deep Run Member of Moscow Formation consists of hard bluish gray, calcareous, and typically highly bioturbated silty mudstones. Becomes a calcareous silty mudstone or siltstone with well preserved ZOOPHYCOS spreiten in eastern outcrops. Basal 0.5 to 1.5 m is richer in fossils, particularly the branching coral HELIOPHYLLUM PROLIFERUM, which is diagnostic of this interval. Also contains crinoid columns, bryozoans, gastropods, brachiopods, and trilobites. Upper beds of the Deep Run are relatively homogenous in appearance and contain only scattered fossils. Unit is thickest (18 m) at its type section on the east side of Canandaigua Lake and thins both southeastward and westward so that it appears as a large scale lens in cross section. Gradationally overlies the Tichenor Limestone Member and gradationally underlies the Menteth Limestone Member in the basin center. Age is Middle Devonian (Givetian) (Brett and Baird, 1994). In west-central NY, Tichenor Limestone Member of the Moscow Formation is a 1- to 2-ft-thick compact limestone bed. From Erie to Livingston Cos., consists of coarse crinoidal skeletal grainstone, but eastward near Canandaigua Lake, unit thickens and becomes finer-grained, represented by a styliolinid and crinoidal packstone. Represents the first transgressive limestone of the Moscow sequences. It disconformably overlies various members of the Ludlowville Formation. Upper contact is relatively abrupt in most localities where it underlies the Menteth Limestone Member, but is gradational and conformable with the Deep Run Member. Age is Middle Devonian (Givetian) (Brett and Baird, 1994).Grabau (1917) proposed the name Wanakah for the shale below the ""Encrinal"" of Eighteenmile Creek (Tichenor of this paper), but did not define it further. In this paper Wanakah member of Ludlowville formation is name used for the sequence beginning [below] with the STROPHULOSIA and PLEURODICTYUM beds of Grabau and terminating at top with base of Tichenor. Type section is in Wanakah and Lakewood Beach Cliffs, Lake Erie. Thus defined, it can be traced eastward to Seneca Lake. It is chiefly light and dark blue-gray shales but contains a number of thin bands of limestone (Trilobite beds), which are remarkable for their persistence for nearly 100 mi. The Wanakah member overlies Ledyard member. [Thickness of Wanakah not stated, but it appears, from section on p. 218, to range from 30 ft at Lake Erie to about 60 ft at Seneca Lake. East of Seneca Lake it corresponds to lower part of Kings Ferry member.] (Cooper, 1930).Centerfield Limestone Member of Ludlowville Shale extended from western NY into western PA and northeastern OH and into the subsurface in northern WV and westernmost MD (Garrett Co.) (de Witt and others, 1993).",NY001,shale,limestone,sandstone; black shale,NY002NY013NY014NY015NY022NY046
NY,Dhld,Dhld,Dhld;5,NYDhld;5,5,Finger Lakes Sheet,Ludlowville Formation,Middle Devonian,"Ludlowville Formation - In west: Deep Run Shale, Tichenor Limestone, Wanakah and Ledyard Shales, Centerfield Limestone Members.  In east: King Ferry Shale and other members, Stone Mill Sandstone Member.",,"part of Hamilton Group 600-1500 ft. (180-460 m).Secondary unit descriptions from USGS Lexicon website (ref. NY046) and reference NY013, NY014, NY015, NY022:The Ludlowville Formation of western NY has been subdivided since 1930 into four members: the Centerfield Limestone (4-14 m), the Ledyard Shale (10-30 m), the Wanakah Member (12-21 m), and the Jaycox Member (<1-18 m). In central NY, the Ludlowville consists mainly of variably silty mudstones with lesser proportions of fossiliferous siltstone and sandstone. It was subdivided by Smith (1935) above the Centerfield into the Otisco Shale (50 m), the Ivy Point Siltstone (20 m), the Spafford Shale (8 m) and the Owasco Siltstone (<1-2.5 m). Recent studies have been made to correlate these units precisely. The Otisco Shale has been correlated with the black Ledyard Shale, and the Ivy Point with parts of the Wanakah Member. The Spafford and the Owasco are not so easily equated with the post-Wanakah of western NY. The Spafford was not recognized west of Owasco Lake until recently though it had been traced eastward to the Chenango Valley. The Spafford is now known to extend westward into the Cayuga and Seneca Lake region as a sparsely fossiliferous siliciclastic mudstone. It extends still farther west as a thin tongue of shale, formerly assigned to the Wanakah. It is bounded at the base by the Limerick Road Bed (new) and at the top by the Hills Gulch Bed of the Jaycox. The Jaycox extends from Syracuse westward to Elma. It is underlain by the Wanakah Member from Erie Co. eastward to East Bethany. From Genesee Co. eastward, mudstones, here assigned to the Spafford Member, are interposed between the Wanakah and the base of the Hills Gulch Bed of the Jaycox. The Owasco Siltstone Member of central NY correlates with the Hills Gulch Bed of the Jaycox of western NY (Mayer and others, 1994). Deep Run Member of Moscow Formation consists of hard bluish gray, calcareous, and typically highly bioturbated silty mudstones. Becomes a calcareous silty mudstone or siltstone with well preserved ZOOPHYCOS spreiten in eastern outcrops. Basal 0.5 to 1.5 m is richer in fossils, particularly the branching coral HELIOPHYLLUM PROLIFERUM, which is diagnostic of this interval. Also contains crinoid columns, bryozoans, gastropods, brachiopods, and trilobites. Upper beds of the Deep Run are relatively homogenous in appearance and contain only scattered fossils. Unit is thickest (18 m) at its type section on the east side of Canandaigua Lake and thins both southeastward and westward so that it appears as a large scale lens in cross section. Gradationally overlies the Tichenor Limestone Member and gradationally underlies the Menteth Limestone Member in the basin center. Age is Middle Devonian (Givetian) (Brett and Baird, 1994).In west-central NY, Tichenor Limestone Member of the Moscow Formation is a 1- to 2-ft-thick compact limestone bed. From Erie to Livingston Cos., consists of coarse crinoidal skeletal grainstone, but eastward near Canandaigua Lake, unit thickens and becomes finer-grained, represented by a styliolinid and crinoidal packstone. Represents the first transgressive limestone of the Moscow sequences. It disconformably overlies various members of the Ludlowville Formation. Upper contact is relatively abrupt in most localities where it underlies the Menteth Limestone Member, but is gradational and conformable with the Deep Run Member. Age is Middle Devonian (Givetian) (Brett and Baird, 1994).Grabau (1917) proposed the name Wanakah for the shale below the ""Encrinal"" of Eighteenmile Creek (Tichenor of this paper), but did not define it further. In this paper Wanakah member of Ludlowville formation is name used for the sequence beginning [below] with the STROPHULOSIA and PLEURODICTYUM beds of Grabau and terminating at top with base of Tichenor. Type section is in Wanakah and Lakewood Beach Cliffs, Lake Erie. Thus defined, it can be traced eastward to Seneca Lake. It is chiefly light and dark blue-gray shales but contains a number of thin bands of limestone (Trilobite beds), which are remarkable for their persistence for nearly 100 mi. The Wanakah member overlies Ledyard member. [Thickness of Wanakah not stated, but it appears, from section on p. 218, to range from 30 ft at Lake Erie to about 60 ft at Seneca Lake. East of Seneca Lake it corresponds to lower part of Kings Ferry member.] (Cooper, 1930).Centerfield Limestone Member of Ludlowville Shale extended from western NY into western PA and northeastern OH and into the subsurface in northern WV and westernmost MD (Garrett Co.) (de Witt and others, 1993).Name King Ferry shale member of Ludlowville formation introduced in this report. Unit is mostly dark arenaceous shale, and occupies interval between Ledyard shale below and Portland Point limestone member of Moscow formation above. Equivalent to Wanakah and Deep Run members, which could not be differentiated between Seneca and Owasco Lakes. Uppermost member of Ludlowville in Cayuga Lake region. Thickness 120 to 130 ft. Age is Middle Devonian (Cooper, 1930).King Ferry Member of Ludlowville Formation not used in this report. Spafford and Jaycox Members have been extended into the Owasco Lake-Skaneateles Lake region southwest of Syracuse, replacing the King Ferry, at least in part, and eliminating the need for the local name (Mayers and others, 1994).",NY001,shale,limestone,sandstone,NY002NY013NY014NY015NY022NY046
